Title,Category
वर्ल्ड कप महिला फ़ुटबॉल में कब नज़र आएगी भारतीय महिला टीम?,Sports
एशियन चैंपियंस ट्रॉफी हॉकी में भारत से हारकर भी पाकिस्तान की इन बातों के लिए हो रही तारीफ़,Sports
एशियन चैंपियंस ट्रॉफ़ी: मुश्किल घड़ी में पाकिस्तान हॉकी टीम की मदद करने वाले भारतीय फ़िज़ियो,Sports
कुश्ती महासंघ में अध्यक्ष पद की दावेदारी कर रहीं अनिता श्योराण को जानिए,Sports
कार्टून: टमाटर की सॉफ्ट लैंडिंग,Sports
"वर्ल्ड कप में 100 दिन भी नहीं बचे और टीम इंडिया में जारी हैं प्रयोग, बात बनेगी या बिगड़ेगी? ",Sports
एशिया कप क्रिकेट 2023: जानिए कब और कहाँ हैं मैच,Sports
भारतीय हॉकी टीम को एशियाड से पहले दम दिखाने का मौका,Sports
बुमराह की वापसी से क्या वर्ल्ड कप में भारत की उम्मीद बढ़ गई है? ,Sports
"ब्रॉड और एंडरसन: 'माय गॉड, शी इज़ ब्यूटीफुल' से लेकर टेस्ट क्रिकेट की सबसे ख़तरनाक जोड़ी बनने की कहानी ",Sports
"मणिपुर हिंसा में ‘विदेशी ताक़तों के दख़ल’ का दावा, क्या कहते हैं एक्सपर्ट ",Sports
मणिपुर हिंसा ने खिलाड़ियों को दी है कभी न ख़त्म होने वाली पीड़ा,Sports
स्टुअर्ट ब्रॉड ने आख़िर कब संन्यास का मन बनाया था?,Sports
"भारतीय क्रिकेट में होने वाली है पैसों की बरसात, कितनी बढ़ेगी बीसीसीआई की कमाई?",Sports
"वेस्टइंडीज़ से भारत वनडे में जीता तो नहीं होगी वाहवाही, लेकिन हारा तो होगी किरकिरी",Sports
चार देशों के हॉकी टूर्नामेंट में दिखेगा कितना बदला है भारतीय हॉकी का अंदाज़,Sports
हरमनप्रीत कौर बांग्लादेश में अपने बर्ताव के कारण घिरीं ,Sports
पोर्ट ऑफ स्पेन टेस्ट के आख़िरी दिन क्या है भारत की रणनीति ,Sports
पाकिस्तान से फ़ाइनल हारने के बावजूद ये खिलाड़ी टीम इंडिया में दे रहे हैं दस्तक,Sports
"विराट कोहली को वेस्ट इंडीज के क्रिकेटर की मां ने लगाया गले, भारतीय बॉलिंग कोच बोले...",Sports
"हरमनप्रीत कौर का दिखा ‘ग़ुस्सा’, बोलीं- अगली बार बांग्लादेश आएंगे तो... ",Sports
जब जमैका की पिच से भारतीय खिलाड़ी पहुंचने लगे थे अस्पताल - विवेचना,Sports
बृजभूषण शरण सिंह की ज़मानत का विरोध न करने पर दिल्ली पुलिस पर क्यों उठ रहे सवाल?,Sports
भारत के आधुनिक और युद्धक ड्रोन के निशाने पर कौन?,Sports
विराट कोहली अपने 500वें मैच में क्या कमाल करेंगे? ,Sports
क्रिकेट वर्ल्ड कप: राहुल द्रविड़ कप्तान रहते जो नहीं कर सके क्या बतौर कोच कर पाएंगे?,Sports
"कॉमनवेल्थ गेम्स 2026 पर ख़तरे के बादल, ऑस्ट्रेलियाई राज्य का इनकार ",Sports
नोवाक जोकोविच को हराने वाले 20 साल के कार्लोस अल्कारेज़ को जानिए,Sports
"विंबलडन के 146 साल पुराने सख़्त ड्रेस कोड में बदलाव, क्या कह रही हैं महिला खिलाड़ी",Sports
वेस्टइंडीज़ पर भारत की धमाकेदार जीत में कोहली कहां पड़ गए फीके,Sports
"BBC Hindi: बीते हफ़्ते की वो ख़बरें, जो शायद आप मिस कर गए ",Sports
रोहित शर्मा ने ख़ुद को पीछे कर यशस्वी को क्यों किया आगे ,Sports
आईपीएल को क्या टक्कर दे पाएगा अमेरिका का मेजर लीग क्रिकेट?,Sports
मणिपुर के हालात पर यूरोपीय संसद में क्यों हो रही है बहस?- प्रेस रिव्यू ,Sports
वेस्टइंडीज़ ने भारत के साथ क्या बिना सोचे-समझे यह 'ग़लती' की है?  ,Sports
"एलिना स्वितोलिना: नौ महीने की बेटी, देश में जंग और विंबलडन में जीत",Sports
रोहित शर्मा ने यशस्वी जायसवाल को डेब्यू से पहले क्या समझाया,Sports
निशानेबाज़ी कोचों के इस्तीफ़े का भारतीय प्रदर्शन पर कितना पड़ सकता है असर,Sports
"बृजभूषण सिंह ने छेड़खानी की थी और पीछा किया था, मुक़दमा चलना चाहिए और सज़ा मिले: दिल्ली पुलिस- प्रेस रिव्यू ",Sports
विराट कोहली को वेस्ट इंडीज़ के ख़िलाफ़ सिरीज़ के पहले याद आई वो ख़ास पारी,Sports
"अंकिता श्रीवास्तव: मां को दिया लिवर फिर बनीं चैंपियन एथलीट, लगाए मेडल के अंबार ",Sports
"BBC Hindi: बीते हफ़्ते की वो ख़बरें, जो शायद आप मिस कर गए ",Sports
बांग्लादेश के तमीम इक़बाल ने अचानक अंतरराष्ट्रीय क्रिकेट को क्यों कहा अलविदा,Sports
रिंकू और रितुराज को क्यों नहीं मिली भारत की टी20 टीम में जगह,Sports
मज़दूर की बेटी उमा छेत्री को महबूब आलम ने यूं निखारा   ,Sports
"अजीत अगरकर: लॉर्ड्स में शतक, सबसे तेज़ अर्धशतक और अब चयन समिति की ज़िम्मेदारी",Sports
रोहित शर्मा क्या विराट कोहली को वर्ल्ड कप का तोहफ़ा दे पाएँगे?,Sports
वेस्ट इंडीज़: क्रिकेट की दुनिया पर राज करने वाली टीम ज़मीन पर कैसे आ गई,Sports
"वेस्ट इंडीज़ वर्ल्ड कप से 'आउट', स्कॉटलैंड से हार दो बार की चैंपियन टीम को पड़ी भारी",Sports
"BBC Hindi: बीते हफ़्ते की वो ख़बरें, जो शायद आप मिस कर गए  ",Sports
"8 साल से बिल में छिपा था शातिर, अचानक आई ऐसी खबर, भरोसा करना हुआ मुश्किल",Crime
"बाइक पर आए 2 अजनबी, युवती को बनाया शिकार, पुलिसवाले को मारी गोली, इसके बाद...",Crime
"लड़की से हर रोज करते थे डिमांड, फिर एक दिन उठी और... दिल्ली-नोएडा तक मची खलबली",Crime
"खूबसूरत थी मैडम, क्यूट था लड़का, चुपके से किया गंदा काम, फिर हो गई प्रेग्नेंट",Crime
"100 ईंटों के मांगे रुपये, तो बोला स्कूल संचालक- 'कुछ नहीं कर पाओगे', फिर...",Crime
"सर्जन को आया फोन, कहा- हम बोल रहे हैं, फिर बुजुर्ग की हवा हुई टाइट, लगा चूना",Crime
"सुहागरात पर दुल्हन ने दूल्हे को पिलाया नशीला दूध, गहने-पैसे लेकर हो गई फरार",Crime
"गाजियाबाद में क्राइम थिलर, बाउंसर से कहासुनी, फिर पहुंचे पेट्रोल पंप और...",Crime
"सुहागरात की थी तैयारी, पत्नी बोली- रुको मैं आ रही, फिर ले आई दूध, फिर...",Crime
"पति से हुई लड़ाई, बच्चों को जहर खिलाई, फिर खुद भी खाई, चीख तक नहीं पाई और...",Crime
"खूबसूरत थी बीवी, हनीमून पर गई लंदन, पति निकला दरिंदा, कार की डिग्गी में...",Crime
"परिजन ढूंढ़ रहे थे इधर-उधर, फिर आया एक फोन कॉल, मां के पैरों तले से खिसकी जमीन",Crime
"मोबाइल में गंदे वीडियो, औरतों की अश्लील फोटो... RG कर वाले कांड दोहराया गया?",Crime
"पूर्णिया में पुलिस बनी लुटेरी! कारोबारी से छीने लाखों, एसपी ने भेजा जेल",Crime
"सुहागरात सेज पर इंतजार कर रही थी दुल्हन, दूल्हा- जरा सा इंतजार करो, खेत गए...",Crime
"मुंह में मिर्च ठूंसकर, 2 साल से टीचर-स्टूडेंट के साथ कर रहा था ऐसा काम, खुला..",Crime
"दूल्हा पहुंचा दुल्हनियां के पास, रख दी ऐसी डिमांड, दुल्हनियां बोली- मैं कैसे..",Crime
"बाबा के बुलावे पर आती थीं महिलाएं, सत्‍संग के नाम पर होता था यह खेल, फिर...",Crime
"अनुष्का ने ली मयंक की जान! बाल की चाह ने निकाल ली खाल, 1 नहीं 2 लोगों की...",Crime
"हर दिन घूमते थे नई बाइक पर, झट से कमा लेते थे लाखों, अब सामने आई ट्रिक",Crime
"दादा-पोती का वो वाला रिश्ता! महीनों से बना रहा था संबंध, हद तो तब हो गई...",Crime
"गैंगस्टर को बिरयानी खिला रही थी पुलिस, ऊपर से बन रहा था वीडियो, वायरल वीडियो..",Crime
"पासपोर्ट में दिखा पैसेंजर का ‘गम’, सवाल पूछा तो छलके के आंसू, 4 अरेस्‍ट",Crime
"खुशी-खुशी लाया दुल्हन, रात में सोए साथ में, सुबह जब खुली नींद, तो निकल गई चीख",Crime
"शोपियां में लगा पाकिस्तानी आतंकवादियों का पोस्टर, सुराग देने पर 20 लाख का इनाम",Crime
"बाहर से बंद था मकान, अंदर से आ रही थी बदबू, पुलिस ने खुलवाया दरवाजा तो...",Crime
"कागज फर्जी, मालिक नकली... बस हादसे में डॉक्यूमेंट का बड़ा फर्जीवाड़ा",Crime
"मां ने बेटे को खिलाया इंसान का मांस! फ्राई की दोस्त की जांघ, परोस दिया कहकर...",Crime
"6 महीने में पैसा डबल? किसानों से करोड़ों लेकर भागी कंपनी, 2000 से अधिक पीड़ित",Crime
"पत्नी ने किया संबंध बनाने से इनकार, कंट्रोल नहीं कर पाया पति, उठाया पत्थर और..",Crime
"Aadhar, Passport भारत का, मोबाइल नंबर पर कर रखा था 'खेल', कैसे खुला पूरा राज",Crime
बीटेक में एडमिशन दिलाने के नाम पर महिला ने युवक को ठगा! ले लिए इतने लाख,Crime
"कहीं आप भी तो नहीं खरीद रहे शराब? हो जाएं सावधान, गई है 17 लोगों की जान...",Crime
"छोटा कद, बड़ा गुस्सा! नहीं दे रहा था स्क्रैच कार्ड, ले आया कटर, फिर दोस्त को..",Crime
"भूतों से करता था बात! ऑनलाइन मंगाया हथियार, डमी पर की प्रैक्टिस, फिर परिवार...",Crime
यूपी के बलिया में मेरठ जैसा हत्याकांड... पत्नी के प्रेमी ने फौजी को काट डाला,Crime
"ग्रेटर नोएडा में फल खरीद रहा था युवक, तभी हुआ कुछ ऐसा, सुनकर उड़ जाएंगे होश",Crime
"दिल्‍ली में बड़ा बवाल, सड़क पर अचानक होने लगी ठांय-ठांय, सकते में आए लोग",Crime
"खाने की जगह परोस दिया बदन, स्कूल के किचन में स्टूडेंट संग रास, मचा बवाल...",Crime
पुष्पा स्टाइल में शराब-गांजा की तस्करी! मिर्जापुर में 13 तस्कर गिरफ्तार,Crime
उदयपुर में 15 किलो चांदी लूट केस में महाराष्ट्र डकैती गैंग के 5 बदमाश अरेस्‍ट,Crime
"हिन्दू देवी-देवताओं को लेकर कर रहा था बकवास, की अश्लील पोस्ट शेयर, फिर...",Crime
"दिखना था सुंदर, मारना था स्टाइल! पहुंचे डॉक्टर पास,  ट्रांसप्लांट ने ले ली...",Crime
"पत्नी की हत्या कर साली को भेजा ऑडियो, खुद बताई वजह, खत्म हो गया पूरा परिवार",Crime
"क्या बलिया में घूम रहा साइको किलर? कर देता है शरीर ही गायब, मिलते हैं तो बस...",Crime
अस्पताल के बाहर बड़े डॉक्टर का... इलाज करते पकड़े गए 'मुन्ना भाई एमबीबीएस',Crime
"जीजा से साली को हुआ प्यार, पति बना रोड़ा तो कर दी हत्या, अब सुलझी मिस्ट्री",Crime
"प्यार ऐसा करो कि जेल हो जाए! 7 साल बाद डायरी ने खोला एंजेल का राज, अब...",Crime
"खुशी-खुशी हुई शादी, रास्ते में दुल्हन बोली- टॉयलेट जाना है, फिर जो हुआ",Crime
"ताजमहल पर हमले का फर्जी वीडियो वायरल, AI से बने वीडियो को पुलिस ने बताया फेक",Crime
"गांव-गांव बेचती थीं बर्तन, फिर झट से लेती थीं कमा लाखों, ट्रिक जान उड़े होश",Crime
"‘कुत्ता गिर गया, पता ही नहीं चला’, सड़क पर घसीटते देखा तो कांप उठे लोग, फिर...",Crime
भारत-पाकिस्तान तनाव के बीच मेरठ के इस मदरसे में चल रहा था कारतूसों का खेल,Crime
UP News: पुलिस ने चैकिंग के लिए रोका कंटेनर...लेकिन दरवाजा खुलते ही रह गई दंग!,Crime
"बहुत सुंदर हो... थाने पहुंची लड़की, बताई रो-रोकर दिल की बात",Crime
"मजदूर के झोले में थी लाखों की 'चीज', पुलिस ने डाला हाथ, पड़ गए लेने के देने!",Crime
"जीजा को चिढ़ाने पर तुली थीं सालियां, तिलमिला उठा दूल्हा, कह दिए वो वाले शब्द…",Crime
"खुशी-खुशी गया था दावत खाने, मोटू-मोटू कह लगे चिढ़ाने, फिर शख्स ने किया ये...",Crime
"क्या फिर से लगेगा लॉकडाउन? आतंकी हमले से घबराई दिल्ली, दुकानों पर उमड़ी भीड़",Crime
"युवक को देख ललच गई युवती, झट से की शादी, फिर जो हुआ...",Crime
"7 फेरों से पहले दुल्हन का बजा फोन, झट से देखा तो दूल्हे की खुल गई पोल",Crime
"इश्क के समंदर में डूबी मुस्लिम युवती, हिंदू युवक से की शादी, फिर जो कहा...",Crime
"तार की चोरी करते हुए पकड़ा गया चोर, तो सुनाई हैरान करने वाली आपबीती",Crime
"जा रही थी पैर थिरकाने वाली, युवक करने लगे ऐसी हरकत, फिर महिला ने दिखाया रूप...",Crime
"कपड़े उतार रोड पर घुमाया! सालों से कर रहे थे कांड, पुलिस को भी नहीं छोड़ा...",Crime
"बारात लेकर पहुंचा दूल्हा, एक झलक को था आतुर, तभी दुल्हन का बिगड़ गया मूड़",Crime
"मिलिट्री कैंपस का वीडियो बना रहे थे मुस्लिम युवक, सैनिक ने पकड़ा रंगे हाथों...",Crime
"रामनगर में बछिया के साथ दरिंदगी करने वाला आरोपी गिरफ्तार, जानिए पूरा मामला",Crime
MBA मामा और इंजीनियर भांजे की हाई-टेक ठगी! ऑनलाइन गेम के पीछे 400 करोड़ का जाल,Crime
"जेलर को हुआ खूंखार कैदी से प्यार, जेल में ही बनाते थे संबंध... क्रिमिनल के साथ",Crime
"साली के प्यार में डूबा जीजा, बीवी को देख बनाता मुंह, बीच में आ गया छोटा भाई...",Crime
"बाप बनने को बेताब थे मियां, 16 साल की बच्ची को कर दिया प्रेग्नेंट, फिर...",Crime
"सुहागरात पर अकेली थी दुल्हन, नहीं आ रहा था दूल्हा, बोरियत में कर बैठी ऐसा काम",Crime
"खुशी-खुशी गई नहाने बाथरूम, तभी आई अजीब आवाज, पटलकर देखा तो निकल गई चीख",Crime
"पहले होटल बुलाया, फिर कुर्सी से बांधा, बैग में था ऐसा सामान, मच गया शोर",Crime
"80 करोड़ की ठगी, 2934 लोगों से ऐंठी थी रकम, मास्टरमाइंड डॉ. सुखदेव गिरफ्तार",Crime
"जान निकला भाईजान! झूठ बोलकर हिन्दू लड़की को फसाया, प्रेग्नेंट हुई तो...",Crime
"करोड़ों का बिजनेस करता था कपल, अचानक मिला 1 हजार करोड़ का ऑर्डर, फिर...",Crime
"पति ले रहा था चैन की नींद, पत्नी को आया गुस्सा, लेकर आई खौलता तेल, फिर जो हुआ",Crime
"दुल्हन को पहनाई दूल्हे ने वरमाला, 7 फेरे लेने से पहले गया टॉयलेट, फिर जो हुआ",Crime
"हाथ में कुल्हाड़ी, मुंह चला रही थी बीवी, आया गुस्सा, पेड़ की जगह काट दी गर्दन",Crime
"लड़की के थे शादी के हसीन सपने, तभी मिल गया हैंडसम नेवी अफसर, बोला- बीमार हूं..",Crime
"पति के जेल की सजा 14 साल और पत्नी के हाथ में 4 साल का बच्चा, जानें पूरा माजरा",Crime
"हेलो! प्लीज मेरी हेल्प कर दो... रोती-बिलखती लड़की का आए फोन, हो जाएं सावधान",Crime
"आर्मी के बाद यूपी पुलिस ने किया बदमाशों का सफाया, जानिए कहां का मामला",Crime
"'पापा, मुझे माफ कर दीजिए' शादी की रात प्रेमी संग भागी दुल्हन, फिर जो हुआ...",Crime
"1 महिला के 2-2 पति, फिर आया तीसरे पर दिल, नहीं माना तो दिलवा दी सजा, अब...",Crime
"MP में शराबियों की मौज! विंडो पर जाइए, खटखटाइए और पाइए...",Crime
"मंदिर में सिर झुकाकर युवती ने लिया प्रसाद, मुट्ठी खोलते ही निकली चीख, फिर...",Crime
"खेत में लगे थे रसीले आम के पेड़, धीरे-धीरे गायब हुए 17, मालिक पर लगा जुर्माना",Crime
"15 साल की बच्ची, जा रही थी स्कूल, आई कार और ले गई गुड़िया को उठा... फिर पुलिस",Crime
"कर्ज लेकर बना दूल्हा, ब्याह लाया दुल्हन, खुशी-खुशी बिताए 14 दिन, फिर हुआ मायूस",Crime
"5 साल से गायब थी मां-बेटी, घरवालों ने कर दिया अंतिम संस्कार, फिर आई एक OTP...",Crime
कमरे से आई एक चीख और हो गई पत्नी की मौत... आखिर ऐसा क्या हुआ?,Crime
"लड़की की थी चाहत, शादी में पहने लहंगा, नहीं मिला तो घरवालों को दिया झटका",Crime
किराया देने में की देरी तो मकान मालिक ने उठाया ऐसा कदम जिसे सुन उड़ जाएंगे होश,Crime
"यूपी में यहां दो पक्षों में भयंकर बवाल, एक दूसरे पर जमकर की फायरिंग",Crime
"मुंबई: होटल में विदेशी युवती संग 9‍ बंदर, पड़ा छापा, नजारा देख सन्‍न हुई पुलिस",Crime
"दिन में पेंटर का काम, फिर रात में कांड! पुलिस को हकीकत पता चली तो होश उड़ गए",Crime
"अंधेरी रात, बाइक पर लाश, जुगनू की तरह जागती पुलिस! आखिर क्या हुआ हसीना के साथ?",Crime
"लड़की का किया पीछा, लड़कों को मिली ऐसी सजा, कहीं आप भी तो नहीं कर रहे ये गलती?",Crime
"कहां से आते हैं ऐसे लोग? रईसजादों का डरावना सच, हॉर्न बजाने से किया मना तो...",Crime
"पाली की सड़कों पर दिखा फिल्मों वाला सीन, लग्जरी गाड़ी का पीछा करती रही पुलिस",Crime
"20 साल बाद बाप को किया अगवा, फिर पीट-पीटकर उतारा मौत के घाट",Crime
"गोमांस खिलाया, धर्म परिवर्तन के बाद गैंगरेप... इकरार ने राज बनकर ढाया जुल्म",Crime
"'नो रिग्रेट्स', 60 साल से गायब थी महिला, अचानक मिली तो, कह डाली ऐसी बात",Crime
"पत्‍नी-बेटी मोबाइल खरीदने की करती थी जिद, नहीं मानता था छैला बाबू, फिर मिला शव",Crime
"दर्जनों बंदरों के सिर में मारी गोली, तड़प-तड़पकर गई जान, विदेशी नागरिक पकड़ाया",Crime
"जा रहे थे ताजमहल घूमने, तभी गूगल मैप दे गया गच्चा, पहुंच गए ऐसी जगह...",Crime
"ट्रेन के जनरल कोच में बाथरूम गई महिला, बाहर आते ही चीख पड़ी, GRP से बोलीं...",Crime
"सास कमरे में कर रही थी कांड, बहु ने पकड़ा रंगे हाथ, अकेला पाकर फिर जो किया...",Crime
"Hydrabad: महिला ने नाबालिग युवक के साथ बनाए संबंध, प्यार से कहा मेरे साथ चलो..",Crime
"बाहर जॉब करता था पति, घर में अकेली थीं बेटी-पत्नी, तभी नौकर ने... मचा हड़कंप",Crime
"अपनी प्रेमिका से बेपनाह इश्क करता था युवक, लाख आईं मुश्किलें, मगर शादी बाद..",Crime
"बेल्ट से घोंटा गला, फिर पिता की समाधि पर रखा शव... 3 साल बाद बेटे ने लिया बदला",Crime
"मां की डांट, 100KM, 3 दिन बंधक... गैंगरेप की झूठी कहानी, लड़की की जुबानी",Crime
"MBBS कर रही युवती को डिलीवरी बॉय ने किया प्रपोज, आगे जो हुआ....",Crime
"ब्यूटीफुल थीं बीवियां, करना था काबू, तांत्रिक ने बताई ट्रिक तो पहुंच गए जंगल..",Crime
"3 बच्‍चों के साथ थाने आई महिला, कहा पति ने घर से निकाला, कारण जान चौंकी पुलिस",Crime
"जीजा-साले का मुंडन कर सड़क पर निकाला जुलूस, पुलिस की बड़ी कार्रवाई",Crime
"खुशी-खुशी महिला गई बैंक, आराम से निकली बाहर, फिर जोर से लगी चीखने",Crime
"बार-बार आता था फेरी वाला, कपड़ों के पीछे दिखाता था बदन, ललच गई 3 बच्चों की मां",Crime
"सीमा हैदर के घर में घुस आया गुजराती युवक, गला पकड़कर मारे थप्‍पड़, फिर जो हुआ",Crime
"मंदिर से नोट लेकर भाग रहे चोर के साथ हो गई चोरी, गजब मामले से पुलिस परेशान",Crime
"हुई थी सेना के पूर्व जवान की हत्‍या, पकड़ाई थी साली, कोर्ट ने सुना दी उम्रकैद",Crime
"सात आरोपी, चार मासूम और दो पंचायतें… दरिंदगी से भी बड़ा निकला इंसाफ का सौदा!",Crime
"लव जिहाद मामले में घमासान, कांग्रेस-BJP आमने-सामने, पीसी शर्मा ने उठाए सवाल",Crime
"दुल्हन के पास पहुंचा दूल्हा, बोला- 'मेरा मूड खराब है क्योंकि...' फिर जो हुआ...",Crime
"बजरंग दल नेता के हत्या मामले में बड़ा अपडेट, कर्नाटक पुलिस ने कर दिखाया कमाल",Crime
"'पुष्पा' का भी बाप निकला NRI! उम्र का नहीं किया लिहाज, विदेश बैठकर किया कांड",Crime
"सुहास शेट्टी मर्डर केस में कर्नाटक पुलिस का एक्शन, 8 लोगों को हिरासत में लिया",Crime
"₹5100000 के लिए 4 दोस्तों ने रची खौफनाक साजिश, 9 महीने बाद खुला राज, अब...",Crime
"आधी रात में जा रही थी युवती, मनचले ने की ऐसी हरकत, जोर से चिल्लाने लगी, मगर...",Crime
"5 बीवियों का 1 पति, छठवीं के लिए तैयार, हरियाणा सिपाही को भाए शादी के लड्डू",Crime
"बच्ची को मिली दोस्ती की सजा गैंगरेप, अब पुलिस के हत्थे चढ़े 2 संदिग्ध",Crime
अंकल पकड़ो ये... ज्वेलर्स ने बदमाश को दबोचा तो साथी ने मार दी गोली,Crime
"पेशाब, पिस्टल और ठायं...हिंदू लड़कियों से रेप करने वाले फरहान का एनकाउंटर कैसे",Crime
"जुर्म कि जंजीरों का हुआ पर्दाफाश, प्यार में पागल दुल्हन ने पति का किया कत्ल  ",Crime
"IGIA: बेटे को देख सूखी मां की जान, जब पता चली कारगुजारी, पैरों तले खिसकी जमीन",Crime
"बड़े शौक से OYO कराया था बुक, झटपट लोकेशन पर पहुंचा, जाते ही हो गया उदास",Crime
बनभूलपुरा बना देवभूमि में डेमोग्राफी चेंज का सेंटर! हैवानों ने क्यों ली पनाह?,Crime
"दोस्तों के साथ घूम रहा था बजरंग दल का नेता, तभी हमलावरों ने उतारा मौत के घाट",Crime
"IPL खिलाड़ी शिवालिक शर्मा मुश्किल में, राजस्थान की लड़की ने लगाया रेप का आरोप",Crime
"हंसी खुशी लाया बारात, जयमाला भी पहनाई, सात फेरों की आई बारी तो किया इनकार",Crime
"हे राम, क्या जमाना आ गया है...! 3 लोगों की जान, वो भी 1500 रूपये के लिए?",Crime
"भौजाई पर पड़ गई ननदोई की गंदी नजर, कमरे में गई तो कर दिया रेप",Crime
"ऑफिस से घर गई लड़की, WhatsApp ग्रुप देखते ही लगी रोने, फिर जो हुआ...",Crime
"न सुन सकता, न बोल सकता… लेकिन चोरी ऐसे, जैसे मास्टरमाइंड हो! मोबाइल से खुला...",Crime
"पहले पति की हत्या, फिर बेड पर प्रेमी संग रातें की रंगीन, फिर जो हुआ",Crime
"पटना में महिला डांसर से हैवानियत, बंदूक की नोंक पर पति के सामने  गैंगरेप",Crime
"मुस्लिम शख्स घर ले आया शादीशुदा महिला, रहन-सहन देख हिंदू युवती का बिगड़ा मूड",Crime
"भुवनेश्‍वर: KIIT हॉस्‍टल में मिला नेपाली स्‍टूडेंट का शव, पुलिस ने बताया सच",Crime
"विदेशी मेहमानों के साथ जोधपुर में चल रहा था 'गोलमाल', पुलिस ने मुखिया को पकड़ा",Crime
"नहाने गए छह भाई-बहन, एक-एक कर के लील गई नदी, गर्मी से राहत की जगह मिली...",Crime
"किसी दोस्त ने तो नहीं दिया आपको ऐसा गिफ्ट, कहीं काटने पड़ जाएं जेल के चक्कर?",Crime
"बाइक से लहराते हुए जा रहे थे 2 युवक, पुलिस ने रोककर जीप में बैठाया, फिर जो हुआ",Crime
"पहले टक्कर मारी, फिर कार में बैठा कर शराब पिलाई, और फिर...",Crime
"चुभी शौहर की दाढ़ी, तो सफाचट देवर संग मनाई सुहागरात, अब आई वापस, सुनने मिले...",Crime
"मालिक गए थे बाहर, ग्रेटर नोएडा में नौकर, ड्राइवर ने 1 करोड़ की ज्वैलरी की पार!",Crime
आगरा में पुलिस ने मोबाइल चोरों को पकड़ा..महंगा फोने भी बेच देते थे बस 300 में,Crime
"मयूर विहार में हत्याकांड की सुलझी गुत्‍थी, दो आरोपी हुए गिरफ्तार, बड़ा खुलासा",Crime
"नशे को लेकर हुआ झगड़ा, तो दोस्‍त ने किए चाकू से ताबड़तोड़ वार, बड़ा खुलासा",Crime
"सीलमपुर हत्याकांड का हुआ खुलासा, यूपी से 9 आरोपी हुए अरेस्‍ट, सामने आई यह बात",Crime
"राजस्‍थान-गुजरात में दिल्‍ली पुलिस की छापेमारी, ₹50 लाख की ट्रांजेक्‍शन का खुल",Crime
"पुलिस के साथ खेल रहा था खेल, क्राइम ब्रांच ने सिखाया सबक, अब कोसेगा किस्‍मत",Crime
"IT का अफसर चढ़ा पुलिस के हत्‍थे, डकैती की रची थी साजिश, 1 साल से था फरार",Crime
"बाइस विस्‍फोट का आरोपी NIA की गिरफ्त में, एयरपोर्ट से किया गया गिरफ्तार",Crime
"सिगरेट के चक्‍कर में हुआ खेल, पहले लगी लाखों की चपत, फिर 2 कारोबारी पहुंचे जेल",Crime
"विदेशों में करते थे बात, गजब था कारोबार, 19 एटीएम, कई डिवाइस समेत 4 अरेस्‍ट",Crime
"पैसेंजर के बैग से निकला कुछ ऐसा, IGIA पर मच गया हड़कंप, पहुंचा सलाखों के पीछे",Crime
"महिला का गाउन, चेहरे पर मास्‍क, करोड़ों की चोरी, तीसरी आंख ने कराया अरेस्‍ट",Crime
"दरवाजे पर हुई पुलिस की दस्‍तक, सामने थी... महीनों बाद पुलिस ने राहत की सांस",Crime
"भाभी! पहचाना नहीं... ऐसे पूरी करता था मन की मुराद, बड़ी मुश्किल से पुलिस के का",Crime
"एक झटके में हाथों में आई ‘किस्‍तम’, लेकिन बीच में आ गई पुलिस, फिसल गया सबकुछ",Crime
"दिल्‍ली: कहां से आए ऑटोमैटिक वैपन, अपराधियों को क्‍या थे मंसूबे, बड़ा खुलासा",Crime
अब तो हद हो गई... बदलापुर कांड के आरोपी की मौत पर HC ने पुल‍िस लगाई फटकार,Crime
"आधी रात पति को आया गुस्सा, बीवी ने जब लगाई डांट, तो पत्नी को ही कर दिया गंजा",Crime
"आशिक के लिए बेताब थी युवती, मिलने पहुंच गई जेल, किया ऐसा कांड, मच गया हड़कंप",Crime
"4 दिन में ही दुल्हन का खुला 'प्रेम' रोग, दूल्हा बोला- कोई नहीं जानू, फिर...",Crime
"इंस्टाग्राम पर की दोस्ती, बुलाया मिलने, फिर कर दी इंसानियत की सारी हदें पार",Crime
"ब्यूटीफुल थी मामी, हैंडसम था भांजा, दोनों आ गए टच में, फिर सऊदी से आया मामा...",Crime
"जिस अस्पताल में पति डॉक्टर, वहां पहुंची पत्नी की लाश, ऐसा क्या हुआ?",Crime
"सिपाही ने महिला पर 2 सेकेंड में बरसाए 10 थप्पड़, हैरान करने वाला वीडियो वायरल",Crime
"Delhi Metro में फोन चोरी करके भाग रहा था चोर,तभी लोगों ने पकड़ा और कर दी कुटाई",Crime
